label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
4	2023 m/(s^2)	0.7084	Computer Game Design	guinea pig	0.8298	2.1805	0.5581	314	519	-0.7661	0.8283	0.251
1	-310 m/(s^2)	0.7728	Computer Science	dog	0.1584	0.5531	0.72	1603	-1547	1.042	1.129	0.6204
1	1938 m/(s^2)	1.5412	Applied Mathematics	bird, cat	0.544	-1.3499	0.2988	-102	557	-1.5437	1.2511	-0.2452
1	1052 m/(s^2)	0.6869	Computer Science	cat, bird	0.6622	-0.4923	0.5582	800	242	0.5201	-0.5889	1.4814
1	865 m/(s^2)	1.1648	Applied Mathematics	bird, dog	1.4569	0.9663	0.8228	244	-1700	-0.7239	1.728	NULL
2	-395 m/(s^2)	-1.5007	Biotechnology	pig, fish	0.1311	1.6272	-0.1713	1352	2434	0.8305	-0.6133	1.4353
2	1380 m/(s^2)	1.6794	Technology and Information Management	ferret	1.2556	1.6564	0.6886	-370	1213	1.3172	-0.2588	-0.3995
3	965 m/(s^2)	1.616	nATURAL lANGUAGE pROCESSING	rabbit	0.3355	0.9497	0.6531	384	819	1.2581	-0.4594	1.6006
0	395 m/(s^2)	0.8959	Data Science	dog	0.4207	-0.0404	0.1243	31	-1846	-0.575	0.9191	1.2071
2	-304 m/(s^2)	1.5224	Biotechnology	rat, pig	0.9831	0.9439	0.9084	174	-163	-0.5391	-0.3788	-0.1109
0	849 m/(s^2)	0.4149	Robotics Engineering	reptile	1.3984	1.6319	-0.7512	2756	-973	0.9944	0.3494	-1.53
3	-585 m/(s^2)	0.5209	Bioinformatics	chicken	-0.4686	0.1124	0.7801	627	2069	0.2227	n/a	-1.0971
3	-349 m/(s^2)	1.4	Natural Language Processing	chicken	2.029	0.8212	-0.3899	566	1324	0.7089	-0.2422	-1.5878
4	1036 m/(s^2)	-0.2029	games and playable media	hamster	0.4773	0.0618	0.1854	811	219	n/a	-0.5944	0.3864
1	2660 m/(s^2)	-0.3244	Computer Science	dog, bird	0.1884	2.5614	1.268	-93	-564	1.1092	1.3857	0.025
1	1197 m/(s^2)	0.1583	Computer Science	bird, cat	-0.3184	-0.4376	0.8793	929	306	0.1661	0.5137	1.8289
3	-1245 m/(s^2)	0.4444	Bioinformatics	rabbit	2.1719	-0.0835	-0.1701	506	-1500	1.3195	0.0185	0.5315
1	285 m/(s^2)	?	Applied Mathematics	dog	0.1948	0.1111	0.5008	2074	891	0.4919	1.5323	1.037
0	1631 m/(s^2)	0.5822	Bioengineering	hamster	2.4095	1.3545	-0.902	1002	-2111	-1.4506	-0.952	-0.3839
3	1185 m/(s^2)	0.8026	BIOENGINEERING	chicken	0.8832	-0.2818	-0.5039	1544	612	1.9835	-1.0154	0.2671
2	973 m/(s^2)	1.5973	Biotechnology	rat	-0.2444	0.1076	0.7882	-639	1667	1.1158	0.3356	0.9081
1	1130 m/(s^2)	-0.2537	Computer Science	dog	0.6989	2.718	-0.5946	886	1019	0.3672	1.4249	0.8499
0	-647 m/(s^2)	0.6395	Data Science	reptile	1.8581	0.2652	-1.0232	448	-793	-0.7095	n/a	0.511
4	1272 m/(s^2)	-1.7234	Games and Playable Media	guinea pig	0.7691	0.8843	-0.4557	264	1405	0.7774	0.416	-0.8594
2	671 m/(s^2)	0.0955	Biotechnology	rat, pig, fish	-0.4839	0.0038	1.4551	1563	1728	0.6451	0.4035	-1.0793
4	1827 m/(s^2)	0.2613	Games and Playable Media	hamster	-0.8761	-1.0137	0.185	360	3186	0.0852	2.4505	0.4251
0	560 m/(s^2)	1.116	Data Science	reptile	1.369	1.2621	1.1657	758	832	-0.1084	0.5254	1.508
3	-405 m/(s^2)	-0.6076	Electrical Engineering	chicken	-0.864	1.1198	0.5949	-511	769	0.4923	-0.2833	2.422
1	-172 m/(s^2)	-0.2303	Computer Science	DOG	0.023	0.4689	0.492	-415	2544	1.1553	0.3284	0.1532
2	1647 m/(s^2)	1.0362	Biotechnology	Ferret, Pig	0.8116	N/A	0.345	886	564	1.9843	0.5145	0.5167
1	-256 m/(s^2)	0.7753	Applied Mathematics	cat	0.109	2.9794	-0.3501	1230	-1323	0.4064	0.2353	0.3831
3	2087 m/(s^2)	1.8471	Electrical Engineering	rabbit	0.8819	-0.7407	-0.5307	1325	-869	1.7048	-0.4926	1.9582
0	948 m/(s^2)	1.5316	Data Science	reptile	-1.7026	0.8803	-0.8175	1003	1379	1.0062	1.6361	1.3517
0	421 m/(s^2)	0.6792	Statistics	reptile	0.9886	-1.0597	-0.0676	1571	37	0.6071	1.0049	-1.0387
3	1202 m/(s^2)	0.2068	Natural Language Processing	rabbit	0.7	0.3936	1.397	1242	-609	0.0674	-0.263	1.1423
4	309 m/(s^2)	0.3501	Computational Media	hamster	1.4753	0.6759	0.5861	-387	3050			0.6195
4	159 m/(s^2)	-0.2025	Games and Playable Media	hamster	2.557	1.0646	0.3283	1016	364	0.4886	0.088	0.8881
2	1528 m/(s^2)	1.2052	Technology and Information Management	fish, rat	0.4612	0.55	-0.182	867	1057	0.3286	-0.1686	1.7593
1	-503 m/(s^2)	1.3156	Applied Mathematics	bird, dog	NULL	0.9662	-0.0323	301	-678	0.8741	0.7996	0.8406
1	2298 m/(s^2)	1.0131	Computer Science	bird, dog	0.2351	1.664	-0.6481	1669	907	-0.0068	0.6964	0.3468
0	1837 m/(s^2)	1.6055	Data Science	reptile	1.0763	0.3402	1.3454	2653	1316	0.6866	1.4894	0.1203
0	1493 m/(s^2)	0.4797	Computer Engineering	reptile	1.5101	-1.503	0.2592	794	-8	-0.3638	1.637	1.2218
2	1195 m/(s^2)	0.9976	Biotechnology	fish, rat, pig	1.2209	1.3505	0.7155	-484	-396	1.5119	-0.0626	-0.1729
4	433 m/(s^2)	0.6892	COMPUTER GAME DESIGN	hamster	-0.4837	1.3792	-0.1335	927	1087	0.0727	0.1603	-0.5828
3	2456 m/(s^2)	-0.8571	Natural Language Processing	rat, ferret, pig	0.9925	0.624	0.3823	1593	592	0.5075	0.6076	-0.6818
2	1447 m/(s^2)	0.9034	Technology and Information Management	fish	0.7852	1.2533	-0.0213	-1435	n/a	1.1752	-0.2138	0.1512
4	1493 m/(s^2)	0.648	Games and Playable Media	GUINEA PIG	0.2307	-0.4088	0.5385	456	318	None	1.3676	2.0165
1	1103 m/(s^2)	0.1825	Computer Science	hamster	-0.1048	-0.0015	-0.3889	1718	1172	-0.2211	-0.3841	1.2956
3	-517 m/(s^2)	-0.0108	n/a	rat, ferret	1.4999	1.3901	-0.5854	606	862	0.4474	-0.0084	-0.3618
3	992 m/(s^2)	0.7018	Natural Language Processing	chicken	1.4783	-0.9416	-1.1068	1304	697	0.5282	-0.2541	0.4942
4	158 m/(s^2)	0.747	Computational Media	guinea pig	0.1822	1.6776	-0.8045	383	1127	-1.451	0.4681	1.2704
1		0.6117	Computer Science	cat, bird	-1.1362	0.694	0.5093	1029	-709	-0.5917	1.0713	0.2661
3	1425 m/(s^2)	0.6213	Electrical Engineering	chicken	-0.3444	-0.1535	-0.5902	1105	-31	-0.5426	0.355	0.0916
0	685 m/(s^2)	-0.081	Data Science	reptile	1.3247	NULL	-0.8122	972	230	0.0647	1.4837	-0.2789
0	332 m/(s^2)	0.1528	Data Science	reptile	1.0402	0.0436	0.0872	-798	-2515	0.6323	-0.1716	0.18
2	-181 m/(s^2)	0.8845	Biotechnology	ferret, pig, fish	-0.9948	1.1662	0.9466	338	1364	1.0204	-0.3493	-0.1465
4	510 m/(s^2)	-0.071	Computational Media	guinea pig	-0.1179	0.6373	0.3021	40	2183	0.6111	1.576	1.4426
4	710 m/(s^2)	-0.1721	Computational Media	guinea pig	1.7494	0.764	-0.2754	-1005	-711	0.7156	-0.0314	-1.3126
1	99 m/(s^2)	-0.1899	Applied Mathematics	rabbit	0.5178	0.9359	-0.3443	230	-931	0.6932	0.8534	2.0331
4	1075 m/(s^2)	0.8503	Computational Media	hamster	0.4373	-0.5103	-0.8078	530	1615	-0.3098	-0.2228	0.0092
1	1060 m/(s^2)	0.5209	Applied Mathematics	bird, cat	1.3824	-1.3278	0.5064	-188	1090	-0.8908	1.1138	-0.4319
4	1641 m/(s^2)	-0.3943	COMPUTATIONAL MEDIA	guinea pig	0.7553	2.0397	0.3055	1087	1299	0.5058	0.6575	1.3143
4	2590 m/(s^2)	0.0232	Computer Game Design	HAMSTER	0.3848	0.2913	-0.1634	559	171	1.7316	0.2169	0.4334
3	2 m/(s^2)	0.5112	Bioinformatics	chicken	N/A	0.3142	-0.4754	233	-1435	0.9685	-1.8263	0.7261
0	2007 m/(s^2)	0.1985	Data Science	reptile	0.7729	-0.2425	-0.7586	-848	-397	0.5212	0.5871	0.302
2	946 m/(s^2)	1.1791	Human Computer Interaction	fish, rat	1.7158	0.9743	1.4202	745	-213	0.2289	-2.3172	-0.9882
1	1153 m/(s^2)	-0.1436	Applied Mathematics	cat	-0.6609	0.3954	0.1636	-379	757	?	0.2344	-0.0387
2	136 m/(s^2)	0.5986	Biotechnology	pig	2.2389	-0.4302	0.23	-476	2312	1.154	1.1772	-0.6897
3		0.671	Bioinformatics	chicken	1.4301	-1.011	-0.0908	1085	-1688	0.8765	-0.0983	-0.043
2	1358 m/(s^2)	1.1122	Technology and Information Management	fish, rat, pig	0.5524	0.9086	0.3878	-576	-966	0.5279	-0.5417	1.0113
1	1159 m/(s^2)	0.8599	Computer Science	dog, bird	0.0244	-0.2954	0.0668	526	1743	-0.482	0.2123	0.4669
0	849 m/(s^2)	1.0622	Data Science	reptile	1.2324	0.6681	-0.5551	-821	446	-0.1401	0.8318	0.2909
0	1873 m/(s^2)	1.4852	Bioengineering	reptile	2.3036	-1.5966	0.5007	1366	698	-0.1588	1.1666	0.984
3	-272 m/(s^2)	0.1622	Natural Language Processing	rabbit	1.3477	0.2254	0.6774	-1295	217	0.5161	-0.3881	2.0722
2	-118 m/(s^2)	1.0699	Biotechnology	rat, fish	-1.4054	1.3111	0.895	144	-438	0.849	0.5683	1.0674
1	887 m/(s^2)		Applied Mathematics	cat, dog	0.3206	1.3495	0.0808	1058	769	1.1402	0.6358	-0.0155
4	131 m/(s^2)	0.4815	Computational Media	hamster	-0.6918	0.3382	0.5407	419	169	-0.8273	0.0373	0.0806
1	1069 m/(s^2)	-0.0937	Applied Mathematics	bird	0.7332	-0.795	-0.6805	1916	1106	0.8184	1.4369	0.5284
1	-888 m/(s^2)	0.5999	Computer Science	cat, dog	-0.6938	0.304	-0.6413	356	2780	-0.6883	0.9025	-0.1254
2	-109 m/(s^2)	1.1227	Technology and Information Management	fish	-0.0186	0.3784	0.085	-1089	-911	0.0587	-0.1428	1.6943
1	319 m/(s^2)	-0.484	Computer Science	bird, cat	0.8495	-0.8483	0.3748	581	-50	0.3315	0.756	0.3379
2	-1207 m/(s^2)	0.5055	Human Computer Interaction	Rat	1.6538	-1.4489	1.6937	1262	818	2.1295	-0.4067	-0.0717
1	284 m/(s^2)	-0.3495	Applied Mathematics	cat	2.3115	1.4601	0.4654	2400	2194	0.1326	-0.1478	0.9921
4	65 m/(s^2)	-0.1986	Games and Playable Media	hamster	0.4829	1.2885	0.2456	-220	1107	0.5032	0.5161	-0.043
1	1103 m/(s^2)	0.9831	NULL	cat, bird	0.1266	1.3247	-0.6322	439	515	-0.4263	1.2026	0.495
1	676 m/(s^2)	1.4719	Computer Science	bird, dog	0.6292	0.7517	-0.4054	-376	571	0.4533	2.9088	1.0035
1	1268 m/(s^2)	0.286	Computer Science	bird	0.6736	-0.1735	-0.6271	1126	1132	0.7683	0.2437	-0.2213
1	1120 m/(s^2)	-0.2665	Computer Science	bird	0.4306	-0.1944	0.8634	202	746	-0.8908	0.1564	1.2841
4	969 m/(s^2)	0.0535	Games and Playable Media	guinea pig	-0.132	1.4763	-0.0012	1066	1012	0.3117	-0.2712	-0.0453
0	264 m/(s^2)	-0.438	Bioengineering		0.7146	-0.8783	-0.7702	-190	-1692	-2.1459	1.5263	1.089
1	2168 m/(s^2)	1.1304	Applied Mathematics	Bird, Dog	0.9683	0.1343	0.2133	1116	1324	-0.1308	0.0901	-2.2214
0	375 m/(s^2)	0.6588	Computer Engineering	reptile	1.4814	0.1009	1.1115	995	477	-1.4758	1.5723	-1.0416
4	371 m/(s^2)	0.7385	Computational Media	guinea pig	0.9585	0.9766	0.2035	653	1299	0.9269	1.0589	0.1297
0	1341 m/(s^2)	-0.0098	Statistics	reptile	0.3581	2.0521	0.366	798	16	-1.1528	0.0125	-0.1438
3	598 m/(s^2)	0.0527	Electrical Engineering	rabbit	1.2087	1.968	0.5274	810	647	0.7657	0.0716	0.9959
2	1490 m/(s^2)	0.1619	Human Computer Interaction	fish, ferret	1.9887	0.8932	-0.0175	82	-696	1.9522	-0.4112	1.7073
3	-805 m/(s^2)	0.6765	Bioinformatics	rabbit	1.0399	-0.5341	0.5921	2421	-675	0.4084	0.2372	0.3055
1	1949 m/(s^2)	1.1805	Computer Science	dog, cat	1.0843	0.3675	-0.7815	1735	306	0.5062	1.1069	0.7361
2	1638 m/(s^2)	0.9466	Biotechnology	ferret, rat	-0.7548	1.3774	0.7882	-438	718	-0.1331	-0.6455	1.6454
0	492 m/(s^2)	0.3343	Bioengineering	reptile	-1.1756	-0.0955	0.1675	94	1641	-2.0405	1.2861	1.6092
2	269 m/(s^2)	-0.4051	Biotechnology	pig	-1.32	0.8043	0.7291	1242	-857	2.1093	-0.6425	1.3628
0	1127 m/(s^2)	1.0836	Bioengineering	reptile	1.4915	1.6371	-1.0092	450	-1881	-0.519	1.6023	1.1974
3	-876 m/(s^2)	-0.1778	Electrical Engineering	rabbit	0.2419	0.754	1.2906	-393	-384	0.2759	-0.1034	2.015
0	-166 m/(s^2)	0.4072	Data Science	reptile	-0.2828	-0.8266	-0.081	-310	275	0.7072	1.465	0.9226
3	1068 m/(s^2)	1.4891	Bioinformatics	chicken	1.3015	-0.9876	0.29	1264	757	1.4163	-0.0529	0.204
3	1038 m/(s^2)	0.9004	Electrical Engineering	rabbit	0.4313	0.2521	0.8395	830	650	0.6895	1.1009	0.1254
2	-249 m/(s^2)	0.4762	Robotics Engineering	rat, pig, ferret	-0.9359	0.9578	-0.8496	-99	1977	0.0728	-0.7714	0.1582
2	1475 m/(s^2)	0.3865	Biotechnology	pig	0.4307	-0.5259	1.3393	-603	1235	0.5381	-0.3783	-0.1699
2	1861 m/(s^2)	0.1042	Human Computer Interaction	cat, bird	-1.6286	-0.9521	0.9117	-79	1166	0.3977	-0.5728	0.8496
0	1011 m/(s^2)	1.5645	DATA SCIENCE	reptile	-0.4084	-0.125	0.2435	506	672	-0.4	0.346	-0.3652
3	-2102 m/(s^2)	1.3465	Bioinformatics	bird, cat	0.8873	2.1943	-0.684	-118	-497	2.5757	-0.0029	0.2933
4	-134 m/(s^2)	-0.2628	Computational Media	guinea pig	0.4973	0.1724	1.3512	286	947	-1.1372	N/A	1.5967
0	-507 m/(s^2)	-0.1008	Statistics	reptile	0.6953	1.3627	-0.24	2064	-262	0.4789	0.2257	0.9194
1	1960 m/(s^2)	0.2243	Applied Mathematics	dog	0.5457	0.3771	-0.3183	132	1288	-0.438	1.6678	0.72
0	-855 m/(s^2)	-0.0315	Statistics	reptile	0.1271	2.3027	0.6779	1459	-42	0.3104	-0.6811	0.0239
4	-1876 m/(s^2)	0.9765	Computational Media	cat, dog	-1.1605	1.0744	0.0431	-823	-588	-0.9212	0.9284	0.7721
4	691 m/(s^2)	0.0122	Computer Game Design	hamster	1.6458	0.6571	0.7515	-233	296	0.3543	0.2705	0.9895
3	1070 m/(s^2)	0.2739	Natural Language Processing	chicken	-0.9825	1.3095	0.8945	-49	121	0.5579	-1.6224	-1.0198
3	1441 m/(s^2)	0.2904	Bioinformatics	rabbit	1.6318	?	-0.0054	214	-555	0.9093	0.074	2.4939
1	-397 m/(s^2)	0.1911	Computer Science	cat, dog	0.4396	-0.9482	0.5959	261	-483	0.4057	-0.9022	-1.0988
1	1189 m/(s^2)	0.323	Applied Mathematics	bird, dog	-1.6025	0.8807	0.1611	1225	1508	-1.7355	1.2692	1.412
0	-143 m/(s^2)	0.4498	Data Science	reptile	0.7831	2.2973	0.5616	360	379	1.1217	0.3514	-0.4192
3	1767 m/(s^2)	1.6019	Bioinformatics	chicken	0.0349	-0.1356	-0.0753	1266	373	1.1962	0.479	0.2522
3	1998 m/(s^2)	1.5479	Electrical Engineering	chicken	0.6161	0.9836	0.7	1132	-666	1.1402	-0.5488	-0.2564
2	1009 m/(s^2)	1.5805	Technology and Information Management	pig, rat	-0.1478	-0.2296	0.2015	-823	286	0.4334	0.172	1.3981
2	1752 m/(s^2)	0.3697	Technology and Information Management	rat, ferret, pig	1.1482	-0.3549	-0.584	-41	1309	1.1504	-0.0836	0.944
1	692 m/(s^2)	0.4241	Computer Science	dog	-0.0519	-0.1082	-0.3877	246	-433	0.848	1.3695	-0.8379
1	1825 m/(s^2)	-0.2126	Applied Mathematics	cat, bird	-0.5236	1.0639	1.275	1459	74	1.1155	0.7871	0.0412
1	805 m/(s^2)	0.777	Applied Mathematics	cat, dog	1.3174	0.5342	0.7355	601	-237	-0.5144	0.5323	1.062
0	650 m/(s^2)	0.0056	Data Science	reptile	1.0002	1.2774	1.2523	616	805	1.0281	0.538	0.9489
2	-888 m/(s^2)	1.6149	Biotechnology	fish, ferret	0.3907	0.3868	0.0441	917	917	1.0343	0.4741	-0.9775
0	1211 m/(s^2)	-0.2362	Bioengineering	reptile	1.5236	-0.845	0.842	1079	597	0.973	0.5783	1.6618
0	693 m/(s^2)	1.5746	Statistics	reptile	0.724	-0.4644	0.0187	392	656	-0.0726	1.5021	1.3776
0	1934 m/(s^2)	0.55	Data Science	reptile	0.8226	2.8401	0.3692	394	-627	0.3105	1.4387	0.2966
1	1569 m/(s^2)	-0.4159	Computer Game Design	cat	0.982	-1.4105	-0.7395	192	420	-0.1765	1.1713	2.0576
4	1213 m/(s^2)	0.033	Computer Game Design	guinea pig	1.244	0.7269	-1.7742	-60	1481	-0.1788	0.548	1.0083
0	1003 m/(s^2)	-0.5116	Computer Engineering	reptile	0.428	0.3567	-0.2373	126	1297	0.8889	0.1284	-3.012
4	-18 m/(s^2)	1.0451	Computer Game Design	hamster	-0.0839	0.7982	0.6355	-268	2635	-0.6938	-0.7273	0.2595
3	300 m/(s^2)	1.2073	Electrical Engineering	rabbit	0.9266	3.3146	-0.6597	545	1085	0.9544	-0.9465	0.2606
1	669 m/(s^2)	0.8315	Applied Mathematics	Cat	-0.0818	0.5496	-0.0823	-118	353	-0.0806	0.7651	0.3437
4	1136 m/(s^2)	-0.2088	Computer Game Design	hamster	-0.1845	2.2109	0.558	-1403	124	0.4212	1.1583	1.5518
2	269 m/(s^2)	0.73	Human Computer Interaction	pig, fish	-1.1093	-0.697	1.0086	1311	2209	0.9416	-0.2577	-1.0065
3	1110 m/(s^2)	0.3611	Natural Language Processing	chicken	0.9114	1.9767	0.3214	1904	-2170	-0.1644	0.2587	-0.0102
1	1325 m/(s^2)	0.4051	Computer Science	cat	2.4157	-1.9911	0.5835	1606	227	0.973	0.8206	0.4686
2	-777 m/(s^2)	2.0808	Human Computer Interaction	fish, pig	0.831	-1.8367	1.4291	1	739	0.7615	-0.2227	1.6789
0	-40 m/(s^2)	-0.3379	Computer Engineering	reptile	0.5213	0.1297	-0.5803	1465	-585	0.668	0.8211	-1.0742
4	375 m/(s^2)	1.0107	Games and Playable Media	guinea pig	1.9384	0.4124	-0.2702	-89	-178	-1.511	1.1581	1.3669
2	1299 m/(s^2)	1.6092	Human Computer Interaction	fish	0.4688	1.895	0.0285	-391	869	0.2585	-0.0758	1.3906
4	19 m/(s^2)	1.0108	Computational Media	hamster	-0.7288	1.1793	1.0568	-99	-574	0.1356	1.5508	0.288
3	1289 m/(s^2)	1.0128	Natural Language Processing	chicken	-1.114	0.16	-0.4286	948	11	0.1063	-0.4014	0.153
0	930 m/(s^2)	0.9083	Computer Engineering	reptile	1.5117	-0.3242	-0.2739	369	159	0.9487	0.6659	0.5027
0	390 m/(s^2)	0.4543	Data Science	reptile	0.6123	1.4687	-0.2477	1054	1145	1.8451	1.872	-0.9685
3	-565 m/(s^2)	1.5722	Electrical Engineering	rabbit	-1.0066	1.5528	-0.4825	2115	-490	0.977	0.0661	1.0572
3	1446 m/(s^2)	-0.6414	Electrical Engineering	chicken	1.5442	0.4428	0.7018	1212	1952	-0.5993	-0.0086	0.4687
0	872 m/(s^2)	0.6846	Robotics Engineering	reptile	0.9953	0.4979	0.2859	1072	954	-0.579	1.9872	2.5498
4	-199 m/(s^2)	1.4781	Games and Playable Media	guinea pig	0.4517	1.4848	0.9161	-119	595	None	0.2251	0.2207
4	877 m/(s^2)	0.061	N/A	hamster	0.6467	1.2263	0.213	839	999	0.7346	1.6186	0.6193
1	-394 m/(s^2)	-0.8409	Computer Science	cat	0.8477	-0.1906	0.6032	-286	708	-0.3081	1.0554	-0.5941
2	3651 m/(s^2)	0.1921	Biotechnology	ferret, fish	2.7379	0.3196	0.2187	631	824	1.3029	0.7543	1.376
2	1209 m/(s^2)	1.6714	Human Computer Interaction	ferret	1.0315	-0.2828	1.3861	-45	569	-0.6664	-0.3393	1.7088
4	1308 m/(s^2)	0.3109	Games and Playable Media	guinea pig	-0.2939	0.3882	0.4983	-764	-564	1.01	0.7124	-0.9825
1	-108 m/(s^2)	1.5706	Computer Science	dog, bird	1.1319	0.9628	0.8961	448	-249	1.9449	0.2715	-1.4034
3	1374 m/(s^2)	1.1191	Natural Language Processing	rabbit	1.1857	?	-0.0609	524	297	-0.1568	-0.6605	-0.5151
2	1568 m/(s^2)	2.0825	Technology and Information Management	rat, ferret, pig	0.4096	-0.6522	1.6292	803	9	0.4262	0.7615	0.1185
0	665 m/(s^2)	1.5149	Data Science	reptile	1.2892	-0.0454	-0.4294	481	104	0.4373	1.3619	1.1461
2	499 m/(s^2)	-0.2229	Technology and Information Management	rat	-0.7829	0.8588	0.988	1770	2193	-0.7705	0.4317	0.7918
1	2149 m/(s^2)	1.0436	Computer Science	cat	0.8835	1.0763	0.1605	1608	859	-1.1775	0.7745	1.2066
2	1199 m/(s^2)	1.1256	Technology and Information Management	rat, fish, pig	1.0174	0.4972	1.0149	-1124	770	0.9706	0.7018	0.7125
4	878 m/(s^2)	1.127	Games and Playable Media	guinea pig	-0.0884	1.2965	0.7741	449	1504	0.5531	-0.7179	0.6415
3	1387 m/(s^2)	1.8817	Natural Language Processing	chicken	-0.1031	0.5526	-0.8277	690	2261	-0.7048	-0.4942	2.309
2	1258 m/(s^2)	0.4901	Computer Science	pig, fish	1.0071	-0.0908	1.0564	-543	86	0.8261	0.7708	1.2325
0	324 m/(s^2)	-0.7552	Statistics	reptile	-2.0226	0.5081	-0.5983	80	-185	-1.1094	0.7714	1.0593
1	1713 m/(s^2)	-0.4085	Computer Science	hamster	0.7256	-0.6837	0.0946	-392	211	-0.1702	0.9546	2.4356
2	832 m/(s^2)	0.2274	Technology and Information Management	ferret	1.1272	0.5361	0.9664	1216	295	2.0966	0.7973	1.1725
4	-437 m/(s^2)	1.0172	Computer Game Design	guinea pig	2.6926	0.9358	-0.6981	-221	-559	1.3681	0.5796	-0.2689
2	1185 m/(s^2)	0.3451	Human Computer Interaction	pig, fish	0.5524	0.1941	0.6095	319	-196	-0.8053	-1.2786	0.0064
1	1446 m/(s^2)	0.1761	Applied Mathematics	cat	-0.1622	1.341	-0.3042	443	-772	1.1581	1.0306	0.3221
1	455 m/(s^2)	0.7313	Applied Mathematics	dog	-0.4242	-2.2939	-0.816	1401	369	-0.3005	0.3198	-0.644
2	658 m/(s^2)	0.0958	Human Computer Interaction	reptile	1.786	1.5609	0.1111	-58	1674	-0.7099	0.1499	0.5991
0	443 m/(s^2)	0.5158	Computer Engineering	reptile	0.1254	1.2849	-0.5975	-138	-289	-0.3836	0.0585	1.8334
2	1164 m/(s^2)	0.5986	Biotechnology	rat	0.7838	-0.6841	1.2611	618	1569	1.7378	0.2658	-0.7145
3	329 m/(s^2)	0.568	Electrical Engineering	rabbit	-0.9888	-1.6154	0.0787	1172	-1032	0.7231	-0.3037	-0.0442
0	804 m/(s^2)	1.0903	Data Science	reptile	0.2495	1.7216	1.4075	1058	455	0.2962	1.1796	1.8116
2	1157 m/(s^2)	1.7041	Human Computer Interaction	RAT, FERRET	0.7595	2.026	1.084	1352	-134	1.112	1.1674	2.2432
3	742 m/(s^2)		Electrical Engineering	rabbit	0.7371	-0.5799	-0.1931	-555	827	0.9158	0.5043	0.6377
0	-977 m/(s^2)	-0.169	Bioengineering	REPTILE	0.7046	-0.7483	0.4105	2550	491	0.2206	0.7015	0.6043
2	897 m/(s^2)	0.1867	Technology and Information Management	fish, ferret, pig	0.4381	0.103	0.9219	-181	-1322	1.0551	0.0164	-0.8969
2	1100 m/(s^2)	0.3445	Biotechnology	rat, pig, fish	-1.1227	0.2755	-0.3894	-192	1557	0.1988	1.0757	-0.6089
1	1835 m/(s^2)	1.7513	Computer Science	dog	0.1666	0.0262	-0.0346	709	-14	2.1706	2.5227	0.2278
0	1759 m/(s^2)	0.3456	Bioengineering	reptile	2.3761	2.9397	0.8625	669	-1190	1.9697	-0.0877	1.786
4	1782 m/(s^2)	0.0324	Computational Media	Guinea Pig	N/A	2.083	-0.4454	479	603	1.0557	0.9742	0.7763
4	-793 m/(s^2)	0.513	Games and Playable Media	guinea pig	1.323	-0.7078	0.0824	1109	1559	0.8301	0.3106	-0.5807
2	508 m/(s^2)	0.9746	Human Computer Interaction	ferret, rat	0.0723	0.9721	1.0619	104	1072	0.5309	-0.1372	0.9959
4	343 m/(s^2)	0.8843	Games and Playable Media	guinea pig	0.7536	0.0781	-0.2544	-147	2430	1.2992	2.0834	-0.0134
4	304 m/(s^2)	1.7024	Computer Game Design	guinea pig	-0.6408	1.6658	0.1893	837	968	-0.6154	NULL	-0.8812
0	-322 m/(s^2)	-0.2067	Robotics Engineering	reptile	0.0438	0.5025	0.3512	1029	280	0.3378	1.4893	2.0881
4	1855 m/(s^2)	0.2712	Computational Media	hamster	1.612	-0.1848	-0.4926	196	3212	0.7906	0.4474	0.0877
4	2134 m/(s^2)	1.1444	Computational Media	guinea pig	1.6374	0.2581	-0.1088	-776	472	-0.6421	1.2943	0.8427
2	406 m/(s^2)	0.9318	Technology and Information Management	fish, ferret	0.7394	0.9777	0.5079	1537	809	0.7183	0.4793	1.2185
4	659 m/(s^2)	0.3179	Computer Game Design	guinea pig	0.7212	-0.0838	0.3075	-119	-65	0.4105	-0.6058	0.3203
3	-548 m/(s^2)	0.8659	Bioinformatics	rabbit	1.4438	-0.1918	-0.7307	-302	425	2.2611	0.0493	-0.0869
0	784 m/(s^2)	-0.138	Computer Science	reptile	0.8661	0.6158	-0.0289	1057	n/a	-0.7415	1.7237	1.9067
0	280 m/(s^2)	0.6527	Technology and Information Management	reptile	0.5432	0.9549	-0.6083	1630	-1710	0.6502	0.6002	0.314
2	1388 m/(s^2)	1.0478	Human Computer Interaction	ferret, pig, rat	-0.1495	1.1997	1.3201	1294	736	1.4382	0.8731	0.685
3	1376 m/(s^2)	0.8846	Natural Language Processing	rabbit	0.6843	1.1896	-0.525	1265	985	1.2383	-0.2729	-0.1409
0	-478 m/(s^2)	-0.5708	Statistics	reptile	1.2015	0.5534	-0.1117	1434	33	0.7599	1.4845	-1.0153
0	131 m/(s^2)	-0.678	Statistics	reptile	0.4651	0.514	-0.7861	1005	-259	-0.1939	0.9275	2.9403
1	1487 m/(s^2)	-0.2752	Applied Mathematics	dog, bird	0.6386	-0.0362	0.2207	493	-310	1.7944	0.8687	0.273
3	-405 m/(s^2)	1.1286	bIOINFORMATICS	rabbit	0.2796	-0.3238	-0.2479	21	-247	-0.1172	-0.4624	0.8875
